source_text_id,mention,selected_name,lat,lon,method,text_id,application_context
W4408257106,East Devon,"East Devon District, Devon, England, United Kingdom, Europe",50.75632,-3.23487,unitoprank_geonames,W4408257106,Soil erosion and sediment transport
W4408257106,UK,"United Kingdom, Europe",54.75844,-2.69531,unitoprank_geonames,W4408257106,Soil erosion and sediment transport
W4408641270,Pakistan,"Islamic Republic of Pakistan, Asia",30.0,70.0,unitoprank_geonames,W4408641270,Geological and Geophysical Studies
W4408641270,India,"Republic of India, Asia",22.0,79.0,unitoprank_geonames,W4408641270,Geological and Geophysical Studies
W4408641270,Asia,Asia,29.84064,89.29688,unitoprank_geonames,W4408641270,Geological and Geophysical Studies
W4408560696,North-East,"Nord-Est, Romania, Europe",47.15599,27.5874,unitoprank_geonames,W4408560696,Geotechnical and Geomechanical Engineering
W4408560696,France,"Republic of France, Europe",46.0,2.0,unitoprank_geonames,W4408560696,Geotechnical and Geomechanical Engineering
W4394938978,Pakistan,"Islamic Republic of Pakistan, Asia",30.0,70.0,unitoprank_geonames,W4394938978,Flood Risk Assessment and Management
W4394938978,Chad,"Republic of Chad, Africa",15.0,19.0,unitoprank_geonames,W4394938978,Flood Risk Assessment and Management
W4394783388,California,"California, United States, North America",37.25022,-119.75126,unitoprank_geonames,W4394783388,Hydraulic flow and structures
W4394783388,Sacramento,"Sacramento County, California, United States, North America",38.44932,-121.34424,unitoprank_geonames,W4394783388,Hydraulic flow and structures
W4404238193,Citarum River,"Ci Tarum, West Java, Indonesia, Asia",-5.93833,106.99333,unitoprank_geonames,W4404238193,Flood Risk Assessment and Management
W4404238193,Indonesia,"Republic of Indonesia, Asia",-5.0,120.0,unitoprank_geonames,W4404238193,Flood Risk Assessment and Management
W4405589117,England,"England, United Kingdom, Europe",52.16045,-0.70312,unitoprank_geonames,W4405589117,Flood Risk Assessment and Management
W4405589117,Netherlands,"Kingdom of the Netherlands, Europe",52.25,5.75,unitoprank_geonames,W4405589117,Flood Risk Assessment and Management
W4402887426,China,"People’s Republic of China, Asia",35.0,105.0,unitoprank_geonames,W4402887426,Aquatic and Environmental Studies
W4400944833,Houston,"Houston, Harris County, Texas, United States, North America",29.76328,-95.36327,unitoprank_geonames,W4400944833,Flood Risk Assessment and Management
W4400944833,F1,"Lateral F1, Lincoln County, Idaho, United States, North America",43.01064,-114.47841,unitoprank_geonames,W4400944833,Flood Risk Assessment and Management
W4401428439,Algeria,"People's Democratic Republic of Algeria, Africa",28.0,3.0,unitoprank_geonames,W4401428439,Reservoir Engineering and Simulation Methods
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Indonesia,"Republic of Indonesia, Asia",-5.0,120.0,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4402718755,Jakarta,"Daerah Khusus Ibukota Jakarta, Indonesia, Asia",-6.2,106.83333,unitoprank_geonames,W4402718755,Flood Risk Assessment and Management
W4394752936,the Samangan Province,"Samangān, Afghanistan, Asia",36.0,67.66667,unitoprank_geonames,W4394752936,Flood Risk Assessment and Management
W4394752936,Afghanistan,"Islamic Republic of Afghanistan, Asia",33.0,66.0,unitoprank_geonames,W4394752936,Flood Risk Assessment and Management
W4400771583,China,"People’s Republic of China, Asia",35.0,105.0,unitoprank_geonames,W4400771583,Flood Risk Assessment and Management
W4405480587,Mekong,"Mekong River, Vietnam, Asia",10.18714,106.77641,unitoprank_geonames,W4405480587,Coastal and Marine Dynamics
W4405480587,Red River,"Red River Delta, Vietnam, Asia",21.03498,105.8455,unitoprank_geonames,W4405480587,Coastal and Marine Dynamics
W4400799320,the Shillong Plateau,"Shillong Plateau, Meghalaya, India, Asia",25.58333,92.0,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4400799320,India,"Republic of India, Asia",22.0,79.0,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4400799320,Peninsular,"Peninsular, Província de Barcelona, Catalonia, Spain, Europe",41.37947,2.17229,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4400799320,India,"Republic of India, Asia",22.0,79.0,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4400799320,Australia,"Commonwealth of Australia, Oceania",-25.0,135.0,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4400799320,Tibet,"Tibet Autonomous Region, China, Asia",31.66667,88.0,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4400799320,Antarctica,Antarctica,-78.15856,16.40626,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4400799320,Australia,"Commonwealth of Australia, Oceania",-25.0,135.0,unitoprank_geonames,W4400799320,Geological and Geochemical Analysis
W4390685885,South India,"The South India Textile Research Association, Coimbatore, Tamil Nadu, India, Asia",11.07284,77.01739,unitoprank_geonames,W4390685885,Geology and Paleoclimatology Research
W4395466834,Shandong Province,"Shandong Sheng, China, Asia",36.33333,118.25,unitoprank_geonames,W4395466834,Blasting Impact and Analysis
W4404641625,Germany,"Federal Republic of Germany, Europe",51.5,10.5,unitoprank_geonames,W4404641625,Sustainability and Climate Change Governance
W4404641625,Europe,Europe,48.69096,9.14062,unitoprank_geonames,W4404641625,Sustainability and Climate Change Governance
W4404641625,Germany,"Federal Republic of Germany, Europe",51.5,10.5,unitoprank_geonames,W4404641625,Sustainability and Climate Change Governance
W4405200617,UK,"United Kingdom, Europe",54.75844,-2.69531,unitoprank_geonames,W4405200617,Soil Management and Crop Yield
W4405200617,UK,"United Kingdom, Europe",54.75844,-2.69531,unitoprank_geonames,W4405200617,Soil Management and Crop Yield
W4405200617,UK,"United Kingdom, Europe",54.75844,-2.69531,unitoprank_geonames,W4405200617,Soil Management and Crop Yield
W4405200617,UK,"United Kingdom, Europe",54.75844,-2.69531,unitoprank_geonames,W4405200617,Soil Management and Crop Yield
W4405887498,Ghana,"Republic of Ghana, Africa",8.1,-1.2,unitoprank_geonames,W4405887498,Hydrology and Watershed Management Studies
W4405887498,Ghana,"Republic of Ghana, Africa",8.1,-1.2,unitoprank_geonames,W4405887498,Hydrology and Watershed Management Studies
W4399310789,the Yellow River,"Yellow River, Allamakee County, Iowa, United States, North America",43.08776,-91.18791,unitoprank_geonames,W4399310789,Arctic and Antarctic ice dynamics
W4399310789,Yellow River,"Yellow River, Gwinnett County, Georgia, United States, North America",33.87455,-84.08269,unitoprank_geonames,W4399310789,Arctic and Antarctic ice dynamics
W4396877812,Japan,"Japan, Asia",35.68536,139.75309,unitoprank_geonames,W4396877812,Synthetic Aperture Radar (SAR) Applications and Techniques
W4396877812,Fukushima Prefecture,"Fukushima-ken, Japan, Asia",37.38158,140.22199,unitoprank_geonames,W4396877812,Synthetic Aperture Radar (SAR) Applications and Techniques
W4396877812,Japan,"Japan, Asia",35.68536,139.75309,unitoprank_geonames,W4396877812,Synthetic Aperture Radar (SAR) Applications and Techniques
W4400525816,Turkey,"Republic of Turkey, Asia",39.0,35.0,unitoprank_geonames,W4400525816,Remote-Sensing Image Classification
W4400525816,Morocco,"Kingdom of Morocco, Africa",28.5,-10.0,unitoprank_geonames,W4400525816,Remote-Sensing Image Classification
W4400525816,Libya,"Libya, Africa",28.0,17.0,unitoprank_geonames,W4400525816,Remote-Sensing Image Classification
W4393224289,US,"United States, North America",39.76,-98.5,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,Atlantic,"East Coast, United States, North America",37.02332,-77.36954,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,Sea,"Sea Cliff, Nassau County, New York, United States, North America",40.84899,-73.64485,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,Lake,"Lake County, Florida, United States, North America",28.76147,-81.7113,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,Hurricanes,"Hurricanes Rebellion, Florida, United States, North America",24.5526,-81.8057,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,US,"United States, North America",39.76,-98.5,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,Atlantic,"East Coast, United States, North America",37.02332,-77.36954,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,Bridgeport,"Bridgeport, Connecticut Metropolitan, Connecticut, United States, North America",41.17923,-73.18945,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4393224289,Massachusetts,"Massachusetts, United States, North America",42.36565,-71.10832,unitoprank_geonames,W4393224289,Tropical and Extratropical Cyclones Research
W4394966939,Great Lakes,"Great Lakes Region, United States, North America",44.57143,-84.69022,unitoprank_geonames,W4394966939,Flood Risk Assessment and Management
W4391560648,Fazilka,"Fazilka, Punjab, India, Asia",30.37585,74.11693,unitoprank_geonames,W4391560648,Flood Risk Assessment and Management
W4391560648,Fazilka,"Fazilka, Punjab, India, Asia",30.37585,74.11693,unitoprank_geonames,W4391560648,Flood Risk Assessment and Management
W4392661189,Maluti,"Maluti, Alfred Nzo District Municipality, Eastern Cape, South Africa, Africa",-30.26207,28.79242,unitoprank_geonames,W4392661189,Flood Risk Assessment and Management
W4392907388,Azerbaijan,"Republic of Azerbaijan, Asia",40.5,47.5,unitoprank_geonames,W4392907388,Groundwater and Isotope Geochemistry
W4392907388,Iran,"Islamic Republic of Iran, Asia",32.0,53.0,unitoprank_geonames,W4392907388,Groundwater and Isotope Geochemistry
W4391147960,OA,"Oa, Solomon Islands, Oceania",-9.90177,160.73885,unitoprank_geonames,W4391147960,Remote Sensing in Agriculture
W4394759328,Milwaukee River,"Milwaukee River, Milwaukee County, Wisconsin, United States, North America",43.02557,-87.90286,unitoprank_geonames,W4394759328,Microplastics and Plastic Pollution
W4396811791,the Caspian Sea,Caspian Sea,42.0,50.0,unitoprank_geonames,W4396811791,Marine and environmental studies
W4396811791,Caspian Sea,Caspian Sea,42.0,50.0,unitoprank_geonames,W4396811791,Marine and environmental studies
W4396811791,Volga River,"Volga River, Clayton County, Iowa, United States, North America",42.74804,-91.27069,unitoprank_geonames,W4396811791,Marine and environmental studies
W4396811791,the Volga River,"Little Volga River, Fayette County, Iowa, United States, North America",42.81776,-91.87961,unitoprank_geonames,W4396811791,Marine and environmental studies
W4396811791,the Caspian Sea,Caspian Sea,42.0,50.0,unitoprank_geonames,W4396811791,Marine and environmental studies
W4396835045,Spain,"Kingdom of Spain, Europe",40.0,-4.0,unitoprank_geonames,W4396835045,Geology and Paleoclimatology Research
W4404607471,Nigeria,"Federal Republic of Nigeria, Africa",10.0,8.0,unitoprank_geonames,W4404607471,Paleontology and Stratigraphy of Fossils
W4404607471,West,"West, United States, North America",51.52604,-131.16073,unitoprank_geonames,W4404607471,Paleontology and Stratigraphy of Fossils
W4404607471,Africa,Africa,7.1881,21.09375,unitoprank_geonames,W4404607471,Paleontology and Stratigraphy of Fossils
W4391317197,Sacramento,"Sacramento County, California, United States, North America",38.44932,-121.34424,unitoprank_geonames,W4391317197,Reservoir Engineering and Simulation Methods
W4391317197,San Joaquin,"San Joaquin County, California, United States, North America",37.93478,-121.27145,unitoprank_geonames,W4391317197,Reservoir Engineering and Simulation Methods
W4391317197,California,"California, United States, North America",37.25022,-119.75126,unitoprank_geonames,W4391317197,Reservoir Engineering and Simulation Methods
W4399480775,the Cadarache Area,"Cadarache, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France, Europe",43.71561,5.7739,unitoprank_geonames,W4399480775,Geology and Paleoclimatology Research
W4399480775,South East,"South East, England, United Kingdom, Europe",51.4,-0.5,unitoprank_geonames,W4399480775,Geology and Paleoclimatology Research
W4399480775,France,"Republic of France, Europe",46.0,2.0,unitoprank_geonames,W4399480775,Geology and Paleoclimatology Research
W4391993108,Mediterranean,Mediterranean Basin,35.78,19.33,unitoprank_geonames,W4391993108,Geological and Geophysical Studies Worldwide
W4391993108,the Strait of Gibraltar,Strait of Gibraltar,35.95,-5.6,unitoprank_geonames,W4391993108,Geological and Geophysical Studies Worldwide
W4391993108,the Mediterranean Basin,Mediterranean Basin,35.78,19.33,unitoprank_geonames,W4391993108,Geological and Geophysical Studies Worldwide
W4391993108,Atlantic,"East Coast, United States, North America",37.02332,-77.36954,unitoprank_geonames,W4391993108,Geological and Geophysical Studies Worldwide
W4391993108,Alps,"Alps, Trelawny Parish, Jamaica, North America",18.35498,-77.50897,unitoprank_geonames,W4391993108,Geological and Geophysical Studies Worldwide
W4391993108,Alps,"Alps, Trelawny Parish, Jamaica, North America",18.35498,-77.50897,unitoprank_geonames,W4391993108,Geological and Geophysical Studies Worldwide
W4391991266,France,"Republic of France, Europe",46.0,2.0,unitoprank_geonames,W4391991266,Geology and Paleoclimatology Research
